"RSTR_NM","DTL_ADRES","RN_DTL_ADRES","LO","LA","USE_PSB_NMPR","COLR_HOLD_ELEFN","COLR_HOLD_ARCDTN","CHCK_MATTER_NIGHT_OPN_AT","FCLTY_OPRN_AT"
"신대2리경로당","202-0","충청북도 청주시 청원구 북이면 신대2길 18 ",127.5311932,36.7390518,,2,,"Y","Y"
"영하2리경로당","284-3","충청북도 청주시 청원구 북이면 영하길 7-3 ",127.5789312,36.7196722,,2,,"Y","Y"
"옥수리경로당","191-1","충청북도 청주시 청원구 북이면 옥수길 38 ",127.5639457,36.7662438,,3,,"Y","Y"
"용계3리경로당","254-0","충청북도 청주시 청원구 북이면 용계3길 2 ",127.5184259,36.7551666,,1,,"Y","Y"
"주공4-1경로당","1261-0","충청북도 청주시 서원구 1순환로1137번길 80 (분평동, 분평주공4단지아파트)",127.4944657,36.6103002,,1,,"N","Y"
"괴정1리경로당","501-0","충청북도 청주시 청원구 오창읍 괴정길 42 ",127.4631187,36.7291616,,1,,"N","Y"
"양촌3리경로당","94-1","충청북도 청주시 서원구 남이면양촌3길 66",127.471403,36.587584,,2,,,"Y"
"양촌1리경로당","121-0","충청북도 청주시 서원구 남이면양촌1길 15",127.467184,36.585927,,2,,,"Y"
"석판1리경로당","268-3","충청북도 청주시 서원구 남이면석판길 11-2",127.443036,36.592899,,1,,,"Y"
"산남경로당","1025-0","충청북도 청주시 서원구 두꺼비로27번길 20",127.4674032,36.6079453,,2,,"N","Y"
"마산3리경로당","4-2","충청북도 청주시 청원구 내수읍 마산3길 4-33 ",127.5388348,36.721605,,2,,"N","Y"
"마산1리경로당","171-47","충청북도 청주시 청원구 내수읍 마산1길 100 ",127.5380114,36.7255048,,2,,"N","Y"
"도원2리경로당","56-0","충청북도 청주시 청원구 내수읍 도원세교로 67",127.539694,36.709406,,2,,"N","Y"
"도원4리경로당","23-0","충청북도 청주시 청원구 내수읍도원세교로 85",127.5401665,36.708038,,2,,"N","Y"
"밤골경로당","1014-4","충청북도 청주시 청원구  충청대로107번길  29-5  (율량동)",127.4916928,36.6660676,,3,,"N","Y"
"비상리경로당","221-6","충청북도 청주시 청원구 내수읍비상길 34",127.582136,36.708209,,2,,"N","Y"
"보성아파트경로당","231-4","충청북도 청주시 청원구 율봉로56번길 5 (사천동, 보성아파트)",127.4785133,36.6647636,,2,,"N","Y"
"부강마을아파트경로당","744 율량 부강마을 아파트 101동","충청북도 청주시 청원구  공항로150번길  59   (율량동, 율량 부강마을 아파트 101동)",127.4875203,36.6710814,,3,,"N","Y"
"청주남부신협","688 청주남부신협","충청북도 청주시 서원구  산남로  81 , 청주남부신협 (산남동)",127.4651862,36.610834,,0,,"N","Y"
"금대1리경로당","147-0","충청북도 청주시 청원구 북이면 금대길 30-8 ",127.5723396,36.7649331,,4,,"Y","Y"
"금암2리경로당","172-1","충청북도 청주시 청원구 북이면 금암길 17 ",127.5562745,36.7521364,,4,,"Y","Y"
"청주농협산남지점","684 청주농협산남지점","충청북도 청주시 서원구  산남로  71 , 청주농협산남지점 (산남동)",127.4660091,36.6108668,,0,,"N","Y"
"무지개어린이공원","1986-0","충청북도 청주시 상당구 무농정로31번길 8-7",127.5070672,36.6071727,,,,,"Y"
"내둔리경로당","22-0","충청북도 청주시 청원구 북이면 내둔길 69-1 ",127.5150463,36.7391249,,3,,"Y","Y"
"대율1리경로당","304-0","충청북도 청주시 청원구 북이면 대율길 12-13 ",127.5240988,36.7430754,,2,,"Y","Y"
"대율2리경로당","204-1","충청북도 청주시 청원구 북이면 대율다락말길 43 ",127.5195551,36.7378266,,1,,"Y","Y"
"부연1리경로당","355-1","충청북도 청주시 청원구 북이면 부연1길 34 ",127.5684705,36.7390045,,2,,"Y","Y"
"두진백로아파트경로당","861-0","충청북도 청주시 청원구 율봉로201번길 34 (율량동, 두진백로그린타운)",127.4920879,36.6696194,,2,,"N","Y"
"럭키3차아파트경로당","869","충청북도 청주시 청원구  충청대로139번길  17-10  (율량동)",127.492964,36.6689604,,1,,"N","Y"
"럭키아파트경로당","863","충청북도 청주시 청원구  율봉로209번길  40   (율량동)",127.4951924,36.6701788,,1,,"N","Y"
"발산마을경로당","96-4","충청북도 청주시 청원구 발산로 57 (사천동)",127.4775034,36.677592,,3,,,"Y"
"럭키아파트경로당","252-42 럭키아파트경로당","충청북도 청주시 서원구  안뜸로39번길  5-1, 럭키아파트경로당 (분평동)",127.4809525,36.6124979,,1,,"N","Y"
"대원칸타빌2차경로당","1100 대원칸타빌2단지 대원칸타빌2차경로당","충청북도 청주시 서원구  산미로  143 , 대원칸타빌2차경로당 (산남동, 대원칸타빌2단지)",127.4748207,36.6098445,,1,,"N","Y"
"산남푸르지오경로당","679 청주산남푸르지오 산남푸르지오경로당","충청북도 청주시 서원구  두꺼비로  53 , 산남푸르지오경로당 (산남동, 청주산남푸르지오)",127.4631561,36.6092397,,2,,"N","Y"
"대원칸타빌1차경로당","678 대원칸타빌1단지 대원칸타빌1차 경로당","충청북도 청주시 서원구  두꺼비로  63 , 대원칸타빌1차 경로당 (산남동, 대원칸타빌1단지)",127.4629854,36.6102485,,3,,"N","Y"
"산남퀸덤아파트경로당","671 산남퀸덤아파트 산남퀸덤아파트경로당","충청북도 청주시 서원구  두꺼비로  93 , 산남퀸덤아파트경로당 (산남동, 산남퀸덤아파트)",127.4627526,36.6126196,,2,,"N","Y"
"유승한내들경로당","669 유승한내들아파트 유한한내들경로당","충청북도 청주시 서원구  두꺼비로  109 , 유한한내들경로당 (산남동, 유승한내들아파트)",127.4634789,36.6137706,,2,,"N","Y"
"수안들경로당","1256 수안들경로당","충청북도 청주시 흥덕구  운천로  13-8, 수안들경로당 (운천동)",127.475422,36.651395,,1,,,"Y"
"효촌7리경로당","28-1","충청북도 청주시 상당구 남일면 효촌송정1길 5-2",127.5106811,36.5879365,,3,,"N","Y"
"산정경로당","467-1","충청북도 청주시 흥덕구 흥덕로127번길 63 (운천동)",127.4740432,36.6474643,,1,,,"Y"
"운신새마을금고","678-1","충청북도 청주시 흥덕구 사운로 247 (운천동)",127.4743041,36.6499988,,2,,,"Y"
"근현대인쇄전시관","909-0","충청북도 청주시 흥덕구 흥덕로 104 (운천동)",127.4730673,36.644049,,0,,,"Y"
"청주고인쇄박물관","866-0","충청북도 청주시 흥덕구 직지대로 713",127.4714636,36.6440473,,0,,,"Y"
"대승스카이빌경로당","275-1 대승스카이빌경로당","충청북도 청주시 서원구  안뜸로12번길  13 , 대승스카이빌경로당 (분평동)",127.4791502,36.6117014,,2,,"N","Y"
"충북낙농농협성화지점","446-0","충청북도 청주시 서원구 신화로 49 (성화동)",127.4549071,36.6191143,,0,,"N","Y"
"진재공원","3025-0","충청북도 청주시 흥덕구 진재로48번길 17",127.4304164,36.6358434,,,,,"Y"
"석화경로당","117-0","충청북도 청주시 청원구 북이면북이석화길 40-18",127.567486,36.717971,,2,,"Y","Y"
"영하1경로당","363-0","충청북도 청주시 청원구 북이면영하1길 14",127.582181,36.726882,,2,,"Y","Y"
"부연2경로당","97-1","충청북도 청주시 청원구 북이면 부연2길 68-6 ",127.581097,36.7428669,,2,,"Y","Y"
"중흥점촌경로당","1166 중흥,점촌경로당","충청북도 청주시 상당구  용암로95번길  24 , 중흥,점촌경로당 (용암동)",127.5028294,36.6151759,,2,,"N","Y"
"현대1차경로당","2095 용암 현대아파트 현대1차경로당","충청북도 청주시 상당구  월평로  189 , 현대1차경로당 (용암동, 용암 현대아파트)",127.5058291,36.6097066,,2,,"N","Y"
"문백면복지회관","282-0","충청북도 진천군 문백면 문진로 467-32 ",127.4336037,36.7839769,,,,,"Y"
"건영경로당","2099 건영아파트 건영경로당","충청북도 청주시 상당구  중흥로  71 , 건영경로당 (용암동, 건영아파트)",127.5038327,36.6119961,,3,,"N","Y"
"중흥부영2차경로당","2444 중흥부영2차경로당","충청북도 청주시 상당구  중흥로  194 , 중흥부영2차경로당 (용암동)",127.514351,36.619562,,4,,"N","Y"
"중흥부영5차경로당","2433 중흥마을 부영아파트 중흥부영5차경로당","충청북도 청주시 상당구  중흥로  146 , 중흥부영5차경로당 (용암동, 중흥마을 부영아파트)",127.510641,36.615735,,2,,"N","Y"
"덕일마이빌경로당","2537 중흥마이빌아파트 덕일마이빌경로당","충청북도 청주시 상당구  중흥로  148 , 덕일마이빌경로당 (용암동, 중흥마이빌아파트)",127.511865,36.616587,,1,,"N","Y"
"중흥마을(부영10차)경로당","2542 중흥마을 부영 아파트 중흥마을1단지경로당","충청북도 청주시 상당구  중흥로  173 , 중흥마을1단지경로당 (용암동, 중흥마을 부영 아파트)",127.511275,36.619216,,2,,"N","Y"
"장수경로당","2353 장수경로당","충청북도 청주시 상당구  낙영로  20 , 장수경로당 (용암동)",127.508563,36.617276,,1,,"N","Y"
"대머리경로당","1585 대머리경로당","충청북도 청주시 상당구  중흥로11번길  12-5, 대머리경로당 (용암동)",127.501325,36.607558,,3,,"N","Y"
"여천2리경로당","389-0","충청북도 청주시 청원구 오창읍 여천3길 60",127.498347,36.772014,,1,,"N","Y"
"화산(華山)리경로당","420-1","충청북도 청주시 청원구 오창읍 빛화산길 23",127.479458,36.757343,,3,,"N","Y"
"모정1리경로당","113-1","충청북도 청주시 청원구 오창읍 모정2길 3",127.467998,36.749722,,1,,"N","Y"
"원리1리경로당","120-4","충청북도 청주시 청원구 오창읍 원리2길 105-9",127.457444,36.761543,,1,,"N","Y"
"복현1리경로당","175-2","충청북도 청주시 청원구 오창읍 복현4길 26-8 ",127.4493295,36.7446014,,1,,"N","Y"
"용전","662-0","충청북도 진천군 초평면 용대길 48-10 ",127.5488609,36.7798158,,,,"N","Y"
"경향","635-0","충청북도 진천군 문백면 봉죽2길 20-78 ",127.4253345,36.7849285,,,,"N","Y"
"현대2차경로당","2104 용암 현대아파트 현대2차경로당","충청북도 청주시 상당구  원봉로  41 , 현대2차경로당 (용암동, 용암 현대아파트)",127.5092668,36.612939,,1,,"N","Y"
"현대3차경로당","2096 용암3차현대아파트 현대3차경로당","충청북도 청주시 상당구  중흥로  70 , 현대3차경로당 (용암동, 용암3차현대아파트)",127.5054933,36.6119278,,3,,"N","Y"
"임광경로당","2105 진흥한우리아파트 임광경로당","충청북도 청주시 상당구  용암로  36 , 임광경로당 (용암동, 진흥한우리아파트)",127.5076363,36.6124882,,1,,"N","Y"
"송암1리경로당","201-1","충청북도 청주시 상당구 남일면 효촌송암1길 214",127.5298166,36.5927739,,2,,"N","Y"
"세원아파트경로당","328-12 우암 세원 임대아파트","충청북도 청주시 청원구  사북로149번길  7   (우암동, 우암 세원 임대아파트)",127.4870458,36.6457501,,2,,,"Y"
"오창7단지부영아파트경로당","564-0","충청북도 청주시 청원구 오창읍 2산단4로 60 (충북오창사랑으로부영7단지)",127.4510515,36.7372935,,0,,"N","Y"
"여천1리경로당","488-0","충청북도 청주시 청원구 오창읍 여천1길 16-5",127.4916877,36.7701182,,1,,"N","Y"
"청주실내빙상장","91-15","충청북도 청주시 청원구 밀레니엄1로 45 (사천동)",127.4773264,36.6793301,,0,,,"Y"
"청주서원노인복지관","1086-0","충청북도 청주시 서원구 원흥로 11-10",127.4705222,36.6075886,,1,,"N","Y"
"사창동농협중앙회","261-2","충청북도 청주시 서원구 사직대로 138",127.4625395,36.6348252,,3,,,"Y"
"배티경로당","405-10","충청북도 청주시 서원구 모충로104번길 53-7",127.476985,36.628264,,1,,"N","Y"
"모충동행정복지센터","404-0","충청북도 청주시 서원구 모충로124번길 25",127.4767444,36.6278445,,11,,"N","Y"
"남부경로당","131 남부경로당","충청북도 청주시 서원구  남들로  74 , 남부경로당 (모충동)",127.486684,36.624141,,3,,"N","Y"
"금솔경로당","463-3 금솔경로당","충청북도 청주시 서원구  매봉로189번길  10 , 금솔경로당 (모충동)",127.475054,36.626019,,2,,"N","Y"
"오창2지구대원칸타빌아파트경로당","160-0","충청북도 청주시 청원구 오창읍 2산단4로 55",127.4498308,36.7381198,,0,,"N","Y"
"장재1경로당","4-3","충청북도 청주시 청원구 북이면장재토성길 6",127.562991,36.748272,,2,,"Y","Y"
"광암경로당","114-0","충청북도 청주시 청원구 북이면 광암길 9-3 ",127.5715913,36.7529359,,2,,"Y","Y"
"송정1경로당","103-4","충청북도 청주시 청원구 북이면송정1길 1",127.573436,36.761502,,2,,"Y","Y"
"송정2경로당","158-1","충청북도 청주시 청원구 북이면송정새터말길 20",127.572006,36.758721,,2,,"Y","Y"
"금대2경로당","54-0","충청북도 청주시 청원구 북이면 금대2길 28 ",127.5720674,36.7675244,,2,,"Y","Y"
"추학2경로당","359-1","충청북도 청주시 청원구 북이면학암옥수길 51-8",127.546525,36.768504,,2,,"Y","Y"
"주은경로당","1255 주은프레지던트 아파트 주은 경로당","충청북도 청주시 서원구  1순환로1137번길  79 , 주은 경로당 (분평동, 주은프레지던트 아파트)",127.4910735,36.6102336,,2,,"N","Y"
"장성경로당","867-1 장성경로당","충청북도 청주시 서원구  궁뜰로67번길  32 , 장성경로당 (분평동)",127.4835489,36.5993778,,4,,"N","Y"
"내덕노인복지관","447-0","충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동)",127.4947715,36.6628164,,0,,"N","Y"
"오근장동보건진료소","53-8","충청북도 청주시 청원구 팔결로 121-1",127.4808299,36.6940958,,1,,"N","Y"
"동양촌경로당","137-2 동양촌경로당","충청북도 청주시 흥덕구  비하로35번길  23-1, 동양촌경로당 (비하동)",127.4235604,36.6304248,,2,,"N","Y"
"사뜸경로당","1601-0","충청북도 청주시 청원구 율천북로119번길 1 (율량동)",127.4840802,36.6640493,,2,,"N","Y"
"두산한솔경로당","473 두산한솔경로당","충청북도 청주시 서원구  모충로124번길  53 , 두산한솔경로당 (모충동)",127.477147,36.625758,,2,,"N","Y"
"오동6통경로당","298-3 오동6통경로당","충청북도 청주시 청원구  오동로  155 , 오동6통경로당 (오동동)",127.4720364,36.6878822,,2,,"N","Y"
"강서1통경로당","92-4 강서1통경로당","충청북도 청주시 흥덕구  가로수로1164번길  26-11, 강서1통경로당 (강서동)",127.4263651,36.6256821,,2,,"N","Y"
"강서2통경로당","55-3 강서2통경로당","충청북도 청주시 흥덕구  강서로71번길  20-13, 강서2통경로당 (강서동)",127.4243386,36.623094,,2,,"N","Y"
"용정경로당","146 용정경로당","충청북도 청주시 흥덕구  강서로27번길  45 , 용정경로당 (강서동)",127.4218436,36.6206879,,4,,"N","Y"
"우암동행정복지센터","348-11 우암동주민센터","충청북도 청주시 청원구  향군로  34 , 우암동주민센터 (우암동)",127.4869196,36.6491569,,9,,,"Y"
"오근장동행정복지센터","53-8 오근장동주민센터","충청북도 청주시 청원구  팔결로  121 , 오근장동주민센터 (오동동)",127.4811561,36.6941283,,8,,"N","Y"
"외남1통경로당","146-10 외남1통경로당","충청북도 청주시 청원구  외남로  26 , 외남1통경로당 (외남동)",127.4828555,36.699611,,2,,"N","Y"
"외남2통경로당","196-3 외남2통경로당","충청북도 청주시 청원구  외남로  68 , 외남2통경로당 (외남동)",127.487321,36.6993369,,2,,"N","Y"
"외평3통경로당","398 외평3통경로당","충청북도 청주시 청원구  외평로  10-2, 외평3통경로당 (주중동)",127.481918,36.6964357,,4,,"N","Y"
"외하4통경로당","382 외하4통경로당","충청북도 청주시 청원구  팔결로324번길  31 , 외하4통경로당 (외하동)",127.478758,36.7123189,,2,,"N","Y"
"오동5통경로당","281 오동5통경로당","충청북도 청주시 청원구  오동로  65 , 오동5통경로당 (오동동)",127.4740272,36.6892152,,2,,"N","Y"
"금천동행정복지센터","152-2","충청북도 청주시 상당구 쇠내로 50 (금천동)",127.4993795,36.6244401,,0,,"N","Y"
"제1경로당","187-22 제1경로당","충청북도 청주시 상당구  중고개로337번길  135 ,  제1경로당 (금천동)",127.499367,36.625222,,4,,"N","Y"
"제2경로당","131-41 제2경로당","충청북도 청주시 상당구  수영로  211-1,  제2경로당 (금천동)",127.503323,36.623716,,2,,"N","Y"
"증평대교","55-0","충청북도 증평군 증평읍 역전로 61-1 ",127.5810179,36.7866556,,,,"N","Y"
"사직1동행정복지센터","219-24","충청북도 청주시 서원구 대원로 45",127.481091,36.640128,,7,,"N","Y"
"사직2동행정복지센터","641-41 사직2동주민센터","충청북도 청주시 서원구  충렬로53번길  31 , 사직2동주민센터 (사직동)",127.4737459,36.6316344,,11,,"N","Y"
"사창동행정복지센터","409-0","충청북도 청주시 서원구 내수동로 108",127.4588962,36.6335957,,8,,"N","Y"
"사창경로당","301-26","충청북도 청주시 서원구 창신로26번길 45-1",127.4670077,36.6333659,,4,,"N","Y"
"천수경로당","182-0","충청북도 청주시 서원구 천수로 25",127.461194,36.6379447,,5,,"N","Y"
"창수경로당","475-0","충청북도 청주시 서원구 1순환로704번길 60",127.4588934,36.6323738,,5,,"N","Y"
"증천4리남자","728-0","충청북도 증평군 증평읍 삼일로8길 33 (한성아파트)",127.589623,36.7807593,,1,,"N","Y"
"대길2리경로당","179-13","충청북도 청주시 청원구 북이면 서당대길길 103-3 ",127.5633126,36.7319605,,1,,"Y","Y"
"율량2LH9단지아파트경로당","2455 관리사무소","충청북도 청주시 청원구 율량동 율중로7번길  77 , 관리사무소 (율량동)",127.510893,36.660796,,5,,"N","Y"
"동아2차아파트경로당","228-0","충청북도 청주시 청원구 새터로176번길 62 (사천동, 사천동아2차아파트)",127.4752474,36.6652177,,3,,"N","Y"
"대원칸타빌3차아파트경로당","337-0","충청북도 청주시 청원구 율량로 135",127.5005527,36.6704431,,0,,"N","Y"
"석성보건진료소","504-15","충청북도 청주시 청원구 북이면 용계1길 77",127.5156686,36.7503334,,1,,"N","Y"
"석곡1동경로당","290-1 석곡1동경로당","충청북도 청주시 흥덕구  남석로  581 , 석곡1동경로당 (석곡동)",127.423615,36.606333,,2,,"N","Y"
"석곡6통경로당","42-3 석곡6통경로당","충청북도 청주시 흥덕구  서부로1124번길  121-9, 석곡6통경로당 (석곡동)",127.430168,36.6074835,,3,,"N","Y"
"추학보건진료소","473-3","충청북도 청주시 청원구 북이면 용계내추로 362",127.5433537,36.764604,,1,,"N","Y"
"서당2경로당","384-16","충청북도 청주시 청원구 북이면서당길 133-10",127.556211,36.724826,,2,,"Y","Y"
"삼일아파트경로당","698-1","충청북도 청주시 청원구 1순환로341번길 50 (내덕동, 삼일아파트)",127.477828,36.6558967,,3,,"N","Y"
"KT&G청주동우회경로당","306-3","충청북도 청주시 청원구 새터로 34",127.4865033,36.6561462,,5,,"N","Y"
"대길1경로당","221-0","충청북도 청주시 청원구 북이면대길길 28-1",127.560073,36.732218,,3,,"Y","Y"
"대원경로당","1671 대원경로당","충청북도 청주시 흥덕구  내수동로42번길  62 , 대원경로당 (복대동)",127.4499175,36.6306575,,4,,"N","Y"
"가경동행정복지센터","1076 가경동주민센터","충청북도 청주시 흥덕구  풍년로180번길  25-2, 가경동주민센터 (가경동)",127.4330327,36.6288624,,10,,"N","Y"
"가곡1리경로당","353-1","충청북도 청주시 청원구 오창읍 가곡2길 6",127.458785,36.722095,,1,,"N","Y"
"농소리경로당","119-1","충청북도 청주시 청원구 오창읍 농소길 18-2",127.442581,36.705673,,1,,"N","Y"
"신평2리경로당","22-4","충청북도 청주시 청원구 오창읍 지게바위길 2-3 ",127.4477684,36.6986274,,1,,"N","Y"
"대동리경로당","12-6","충청북도 증평군 증평읍 아랫장뜰길 52-10",127.584141,36.783331,,1,,"N","Y"
"사랑경로당","829-2","충청북도 청주시 서원구 사직대로201번길 27-2 (사직동, 신원빌라)",127.4711234,36.6363258,,1,,"N","Y"
"한라비발디아파트경로당","533-1","충청북도 증평군 증평읍 초중6길 8",127.567847,36.77586,,1,,"N","Y"
"괴정3리경로당","507-1","충청북도 청주시 청원구 오창읍 괴정길 18-9",127.464591,36.730764,,1,,"N","Y"
"흥덕보건소","3402-0","충청북도 청주시 흥덕구 대농로 88 (복대동)",127.4313827,36.6413996,,0,,"N","Y"
"부흥아파트","224-0","충청북도 증평군 증평읍 삼보로7길 45 (부흥아파트)",127.5794494,36.7839741,,1,,"N","Y"
"증평2리","413-0","충청북도 증평군 증평읍 삼일로 76-3 ",127.5867564,36.7824416,,1,,"N","Y"
"토성2리경로당","40-1","충청북도 청주시 청원구 북이면 토성1길 10 ",127.5706673,36.7501786,,2,,"Y","Y"
"추학1리경로당","466-0","충청북도 청주시 청원구 북이면 추학길 71 ",127.5425068,36.7647891,,1,,"Y","Y"
"신송3리경로당","506-1","충청북도 청주시 상당구 남일면 가좌신송로 286",127.4848702,36.5753156,,4,,"N","Y"
"창동1.2.3여자","261-0","충청북도 증평군 증평읍 중앙로5길 20 ",127.5777104,36.7836436,,1,,"N","Y"
"화상2리경로당","704-4","충청북도 청주시 청원구 북이면 화상신여울길 7-1 ",127.4840507,36.7280287,,1,,"Y","Y"
"현암2리경로당","387-11","충청북도 청주시 청원구 북이면 현암천수길 21-11 ",127.5311798,36.748571,,3,,"Y","Y"
"화하1리경로당","27-4","충청북도 청주시 청원구 북이면 화상석성로 401-6 ",127.5041002,36.7472171,,2,,"Y","Y"
"풍년골경로당","1075 풍년골경로당","충청북도 청주시 흥덕구  풍년로194번길  42 , 풍년골경로당 (가경동)",127.4332881,36.629741,,3,,"N","Y"
"발산경로당","1459 발산경로당","충청북도 청주시 흥덕구  경산로  33 , 발산경로당 (가경동)",127.4359197,36.6245337,,3,,"N","Y"
"꽃재경로당","1505-0","충청북도 청주시 흥덕구 장구봉로42번길 26 (가경동)",127.4390628,36.620013,,4,,"N","Y"
"휴먼시아경로당","2077-0","충청북도 청주시 흥덕구 서현중로32번길 23 (가경동, 가로수마을휴먼시아아파트)",127.432712,36.6214001,,3,,"N","Y"
"영우리경로당","88-2 영우리경로당","충청북도 청주시 상당구  수영로136번길  61 , 영우리경로당 (영운동)",127.5026465,36.6193723,,3,,"N","Y"
"청운경로당","76-26 청운경로당","충청북도 청주시 상당구  영운천로51번길  6 , 청운경로당 (영운동)",127.5045979,36.6175907,,2,,"N","Y"
"영세경로당","135-24 영세경로당","충청북도 청주시 상당구  단재로95번길  43 , 영세경로당 (영운동)",127.4986934,36.6214111,,2,,"N","Y"
"생이경로당","181-2 생이경로당","충청북도 청주시 상당구  수영로101번길  21-4, 생이경로당 (영운동)",127.4962535,36.6167931,,5,,"N","Y"
"삼진(아)경로당","41-3 삼진아파트 삼진(아)경로당","충청북도 청주시 상당구  영운천로69번길  57 , 삼진(아)경로당 (영운동, 삼진아파트)",127.5048836,36.6209453,,1,,"N","Y"
"이랜드해가든아파트경로당","516-2","충청북도 청주시 청원구 공항로 84 (내덕동)",127.4871647,36.6647829,,4,,"N","Y"
"영우아파트경로당","141-17","충청북도 청주시 청원구 안덕벌로69번길 41 (내덕동)",127.4946856,36.6601226,,0,,"N","Y"
"신라송림경로당","145-11","충청북도 청주시 상당구 단재로77번길 21-22 (영운동, 신라송림아파트)",127.4971265,36.6223821,,5,,"N","Y"
"영운동행정복지센터","107-1","충청북도 청주시 상당구 단재로 129",127.49893,36.617952,,2,,"N","Y"
"한신더휴센트럴파크아파트경로당","636-2","충청북도 청주시 청원구 오창읍 오창공원로 96 (한신 더 휴 센트럴파크)",127.4226952,36.7132155,,0,,"N","Y"
"현대아파트경로당","199-1","충청북도 청주시 상당구 중고개로337번길 23 (금천동, 금천현대아파트)",127.5030676,36.6293178,,7,,"N","Y"
"MG금천새마을금고","101-3","충청북도 청주시 상당구 수영로 230",127.504299,36.6252264,,3,,"N","Y"
"영하보건진료소","288-1","충청북도 청주시 청원구 북이면 영하길 5",127.5788904,36.719463,,1,,"N","Y"
"봉암경로당","290-0","충청북도 진천군 문백면 봉죽3길 5-1 ",127.4310207,36.7869693,,2,,"N","Y"
"오창5단지부영아파트경로당","567-0","충청북도 청주시 청원구 오창읍2산단4로 20",127.4481202,36.7347775,,1,,"N","Y"
"모아미래도와이드파크경로당","161-0","충청북도 청주시 청원구 오창읍2산단4로 45",127.4478098,36.7375581,,0,,"N","Y"
"교동1리여자경로당","77-5","충청북도 증평군 증평읍 장뜰로 85 ",127.584765,36.7856417,,2,,"N","Y"
"중동리경로당","대동리 13-1 중동경로당","충청북도 증평군 증평읍 아랫장뜰길  44 , 중동경로당",127.583257,36.783078,,3,,"N","Y"
"신동리경로당","신동리 261 신동경로당","충청북도 증평군 증평읍 아랫장뜰길  3 , 신동경로당",127.580061,36.780683,,1,,"N","Y"
"내수보건지소","149-16","충청북도 청주시 청원구 내수읍 입동1길 8",127.5349443,36.7235979,,0,,"N","Y"
"상신경로당","36-1","충청북도 청주시 흥덕구  상신로  90   (상신동)",127.434706,36.6664082,,2,,"N","Y"
"성원아파트경로당","1204-0","충청북도 청주시 청원구 사뜸로76번길 42 (율량동, 성원상떼빌)",127.4810466,36.6694344,,3,,"N","Y"
"신동아아파트경로당","229-1","충청북도 청주시 청원구 사뜸로61번길 25 (사천동)",127.4777877,36.6659835,,1,,"N","Y"
"원평1구경로당","491-10","충청북도 청주시 흥덕구  원평로42번길  12-14  (원평동)",127.4389817,36.6684651,,4,,"N","Y"
"원평2구경로당","575-2","충청북도 청주시 흥덕구  원평로95번길  2   (원평동)",127.4351974,36.6718312,,2,,"N","Y"
"화하2리경로당","115-0","충청북도 청주시 청원구 북이면 화하길 30 ",127.4985185,36.7445971,,5,,"Y","Y"
"장재2리경로당","420-7","충청북도 청주시 청원구 북이면 장재2길 16 ",127.5509262,36.7454096,,2,,"Y","Y"
"북이보건지소","4-8","충청북도 청주시 청원구 북이면 신대석성로 10",127.5420305,36.7396634,,2,,"N","Y"
"현대아파트경로당","227-2","충청북도 청주시 서원구 사직대로157번길 18 (사창동, 현대아파트)",127.4643029,36.6361194,,7,,"N","Y"
"중앙경로당","243-25","충청북도 청주시 서원구 봉명로240번길 43",127.4682737,36.637863,,5,,"N","Y"
"덕벌경로당","40-13 덕벌(남)경로당","충청북도 청주시 청원구  대성로254번길  41-12, 덕벌(남)경로당 (우암동)",127.4936721,36.649522,,3,,,"Y"
"삼일아파트경로당","54-1 삼일 아파트 덕벌(여)경로당","충청북도 청주시 청원구 우암동 54-1",127.4945061,36.6491184,,1,,,"Y"
"청암경로당","389 청암경로당","충청북도 청주시 청원구  우암로20번길  50 , 청암경로당 (우암동)",127.4831044,36.649951,,4,,,"Y"
"신라아파트경로당","1292","충청북도 청주시 청원구  율봉로94번길  9   (율량동)",127.4803532,36.6665032,,0,,"N","Y"
"동아아파트경로당","1569-0","충청북도 청주시 청원구 율천북로 103 (율량동)",127.4826787,36.6646775,,0,,"N","Y"
"정도드림빌경로당","25-2 정도드림-빌아파트","충청북도 청주시 청원구  공항로  159-12  (사천동, 정도드림-빌아파트)",127.4826001,36.6709204,,1,,"N","Y"
"새싹경로당","360 새싹경로당","충청북도 청주시 청원구  우암로54번길  9-2, 새싹경로당 (우암동)",127.4857955,36.6532237,,4,,,"Y"
"장수경로당","138-14","충청북도 청주시 서원구 사직대로89번길 26-9",127.457911,36.636081,,4,,"N","Y"
"웃말경로당","298-12","충청북도 청주시 서원구 사직대로176번길 26-2",127.4664846,36.6341466,,6,,"N","Y"
"국일신협","265-24","충청북도 청주시 서원구 사직대로 267 (사직동)",127.4770877,36.6359257,,2,,"N","Y"
"보성타운경로당","748-8","충청북도 청주시 청원구 무심동로660번길 19",127.475572,36.658474,,4,,"N","Y"
"우산3리경로당","504-8","충청북도 청주시 청원구 내수읍 우산길 37",127.5879695,36.7222096,,1,,"N","Y"
"괴정4리경로당","575-26","충청북도 청주시 청원구 오창읍괴정2길 41-6",127.4599103,36.7329703,,2,,"N","Y"
"오창보건지소","324-6","충청북도 청주시 청원구 오창읍 두릉유리로 1137-1 ",127.4542111,36.7420093,,2,,"N","Y"
"탑리보건진료소","266-2","충청북도 청주시 청원구 오창읍 탑리길 21-4",127.4484285,36.7086249,,2,,"N","Y"
